block_type,pin_name,direction,source_doc,page
OR,IN12,I,S0014-B,152
OR,IN13,I,S0014-B,152
OR,IN14,I,S0014-B,152
OR,IN15,I,S0014-B,152
OR,IN16,I,S0014-B,152
OR,IN17,I,S0014-B,152
OR,IN18,I,S0014-B,152
OR,IN19,I,S0014-B,152
OR,IN2,I,S0014-B,152
OR,IN20,I,S0014-B,152
OR,IN21,I,S0014-B,152
OR,IN22,I,S0014-B,152
OR,IN23,I,S0014-B,152
OR,IN24,I,S0014-B,152
OR,IN25,I,S0014-B,152
OR,IN26,I,S0014-B,152
OR,IN27,I,S0014-B,152
OR,IN28,I,S0014-B,152
OR,IN29,I,S0014-B,152
OR,IN3,I,S0014-B,152
OR,IN30,I,S0014-B,152
OR,IN31,I,S0014-B,152
OR,IN32,I,S0014-B,152
OR,IN4,I,S0014-B,152
OR,IN5,I,S0014-B,152
OR,IN6,I,S0014-B,152
OR,IN7,I,S0014-B,152
OR,IN8,I,S0014-B,152
OR,IN9,I,S0014-B,152
OR,OUT,O,S0014-B,152
OVERRIDE,FO,O,GEI-100679,168
OVERRIDE,FO_EN,I,GEI-100679,167
OVERRIDE,OUT,O,GEI-100679,168
OVERRIDE,OV,O,GEI-100679,168
OVERRIDE,OV1,I,GEI-100679,167
OVERRIDE,OV1B,I,GEI-100679,167
OVERRIDE,OV1BE,I,GEI-100679,167
OVERRIDE,OV32,I,S0010-0,327
OVERRIDE,OV32B,I,S0010-0,327
OVERRIDE,OVB,O,GEI-100679,168
OVERRIDE,RESET,I,S0010-0,327
OVR_ST,AO_BQ,I,GEI-100679,178
OVR_ST,AUTO,O,GEI-100679,179
OVR_ST,AU_SEL,I,GEI-100679,178
OVR_ST,BLOCK_OPT,I,GEI-100679,178
OVR_ST,CMD_FRC,I,GEI-100679,178
OVR_ST,CMD_OVR,I,GEI-100679,178
OVR_ST,CVI1,I,GEI-100679,178
OVR_ST,CVI1_BQ,O,GEI-100679,179
OVR_ST,CVI2,I,GEI-100679,178
OVR_ST,CVI2_BQ,O,GEI-100679,179
OVR_ST,CVO,O,GEI-100679,179
OVR_ST,FV,I,GEI-100679,178
OVR_ST,H,I,GEI-100679,178
OVR_ST,INH_DEC,I,GEI-100679,178
OVR_ST,INH_INC,I,GEI-100679,178
OVR_ST,L,I,GEI-100679,178
OVR_ST,LOCK_PB,I,GEI-100679,178
OVR_ST,LOCK_SC,I,GEI-100679,178
OVR_ST,MC,I,GEI-100679,178
OVR_ST,MJ,I,GEI-100679,178
OVR_ST,MODE_OPT,I,GEI-100679,178
OVR_ST,MR,I,GEI-100679,178
OVR_ST,MS,I,GEI-100679,178
OVR_ST,OUT,O,GEI-100679,179
OVR_ST,OV,I,GEI-100679,178
OVR_ST,OVR_CMDB,O,GEI-100679,180
OVR_ST,POS,I,GEI-100679,178
OVR_ST,POSFB_P,O,GEI-100679,180
OVR_ST,POS_BQ,O,GEI-100679,180
OVR_ST,POS_DH,O,GEI-100679,180
OVR_ST,POS_DH_SP,I,GEI-100679,178
OVR_ST,POS_DH_T,I,GEI-100679,178
OVR_ST,PR_DEC,I,GEI-100679,178
OVR_ST,PR_DEC_RT,I,GEI-100679,178
OVR_ST,PR_INC,I,GEI-100679,178
OVR_ST,PR_INC_RT,I,GEI-100679,178
OVR_ST,REJ_MN,O,GEI-100679,180
OVR_ST,REJ_MNB,O,GEI-100679,180
OVR_ST,SEL1,I,GEI-100679,179
OVR_ST,SEL2,I,GEI-100679,179
OVR_ST,TK,O,GEI-100679,180
OVR_ST,TUN1,I,GEI-100679,179
OVR_ST,TUN2,I,GEI-100679,179
OVR_ST,UNLOCK_PB,I,GEI-100679,179
OVR_ST_ENH,3_INPUT_P,O,S0010-0,355
OVR_ST_ENH,AUTO,O,S0010-0,355
OVR_ST_ENH,AU_PMT,I,S0010-0,353
OVR_ST_ENH,AU_SEL,I,S0010-0,353
OVR_ST_ENH,BKCAL_IN_CV,I,S0010-0,353
OVR_ST_ENH,BKCAL_IN_SV,I,S0010-0,353
OVR_ST_ENH,BLOCK_OPT,I,S0010-0,353
OVR_ST_ENH,BQ_MAN,I,S0010-0,353
OVR_ST_ENH,CASC_IN1,I,S0010-0,353
OVR_ST_ENH,CASC_IN2,I,S0010-0,353
OVR_ST_ENH,CASC_IN3,I,S0010-0,353
OVR_ST_ENH,CHAR_P,O,S0010-0,355
OVR_ST_ENH,CMD_FRC,I,S0010-0,353
OVR_ST_ENH,CMD_OVR,I,S0010-0,353
OVR_ST_ENH,CMD_TK,I,S0010-0,353
OVR_ST_ENH,CTL,I,S0010-0,353
OVR_ST_ENH,CV,O,S0010-0,355
OVR_ST_ENH,CVI1,I,S0010-0,353
OVR_ST_ENH,CVI1_BQ,O,S0010-0,355
OVR_ST_ENH,CVI1_OV,O,S0010-0,355
OVR_ST_ENH,CVI2,I,S0010-0,353
OVR_ST_ENH,CVI2_BQ,O,S0010-0,355
OVR_ST_ENH,CVI2_OV,O,S0010-0,355
OVR_ST_ENH,CVI3,I,S0010-0,353
OVR_ST_ENH,CVI3_BQ,O,S0010-0,355
OVR_ST_ENH,CVI3_OV,O,S0010-0,355
OVR_ST_ENH,CVO,O,S0010-0,355
OVR_ST_ENH,CV_L,I,S0010-0,353
OVR_ST_ENH,CV_MN,I,S0010-0,353
OVR_ST_ENH,CV_R,I,S0010-0,353
OVR_ST_ENH,CV_X,I,S0010-0,353
OVR_ST_ENH,CV_Y,I,S0010-0,353
OVR_ST_ENH,DEC_INH,O,S0010-0,355
OVR_ST_ENH,EN_PROC_LIM_HIGH,I,S0010-0,353
OVR_ST_ENH,EN_PROC_LIM_LOW,I,S0010-0,353
OVR_ST_ENH,FRC_CMD,O,S0010-0,355
OVR_ST_ENH,FRC_CMDB,O,S0010-0,355
OVR_ST_ENH,FV,I,S0010-0,353
OVR_ST_ENH,H,I,S0010-0,353
OVR_ST_ENH,INC_INH,O,S0010-0,355
OVR_ST_ENH,INH_DEC,I,S0010-0,353
OVR_ST_ENH,INH_INC,I,S0010-0,353
OVR_ST_ENH,INIT_POS,I,S0010-0,353
OVR_ST_ENH,L,I,S0010-0,353
OVR_ST_ENH,LOCK,O,S0010-0,355
OVR_ST_ENH,LOCK_P,O,S0010-0,355
OVR_ST_ENH,LS,O,S0010-0,355
OVR_ST_ENH,MC,I,S0010-0,353
OVR_ST_ENH,MN_REJ,I,S0010-0,354
OVR_ST_ENH,MN_REJ_A,O,S0010-0,355
OVR_ST_ENH,MODE_OPT,I,S0010-0,354
OVR_ST_ENH,MOD_PMT,I,S0010-0,354
OVR_ST_ENH,MR,I,S0010-0,354
OVR_ST_ENH,NSEL1,O,S0010-0,355
OVR_ST_ENH,NSEL2,O,S0010-0,355
OVR_ST_ENH,NSEL3,O,S0010-0,355
OVR_ST_ENH,OBQ,O,S0010-0,355
OVR_ST_ENH,OUT,O,S0010-0,355
OVR_ST_ENH,OV,I,S0010-0,354
OVR_ST_ENH,OVR_CMD,O,S0010-0,355
OVR_ST_ENH,OVR_CMDB,O,S0010-0,355
OVR_ST_ENH,OVR_CTRL1,O,S0010-0,355
OVR_ST_ENH,OVR_CTRL2,O,S0010-0,355
OVR_ST_ENH,OVR_CTRL3,O,S0010-0,355
OVR_ST_ENH,OVR_ST_EXT_P,O,S0010-0,355
OVR_ST_ENH,OVR_ST_P,O,S0010-0,355
OVR_ST_ENH,OVR_ST_REM_P,O,S0010-0,355
OVR_ST_ENH,PMT_AU,O,S0010-0,355
OVR_ST_ENH,PMT_AUB,O,S0010-0,355
OVR_ST_ENH,PMT_MOD,O,S0010-0,355
OVR_ST_ENH,PMT_MODB,O,S0010-0,355
OVR_ST_ENH,POSFB_P,O,S0010-0,356
OVR_ST_ENH,POS_CV,I,S0010-0,354
OVR_ST_ENH,POS_CV_BQ,O,S0010-0,355
OVR_ST_ENH,POS_CV_DH,O,S0010-0,355
OVR_ST_ENH,POS_DH_SP,I,S0010-0,354
OVR_ST_ENH,POS_DH_T,I,S0010-0,354
OVR_ST_ENH,POS_SV,I,S0010-0,354
OVR_ST_ENH,POS_SV_BQ,O,S0010-0,355
OVR_ST_ENH,POS_SV_DH,O,S0010-0,356
OVR_ST_ENH,PROC_LIM_HIGH,I,S0010-0,354
OVR_ST_ENH,PROC_LIM_LOW,I,S0010-0,354
OVR_ST_ENH,PR_DEC,I,S0010-0,354
OVR_ST_ENH,PR_DEC_RT,I,S0010-0,354
OVR_ST_ENH,PR_INC,I,S0010-0,354
OVR_ST_ENH,PR_INC_RT,I,S0010-0,354
OVR_ST_ENH,PV,I,S0010-0,354
OVR_ST_ENH,REJ_MN,O,S0010-0,356
OVR_ST_ENH,REJ_MNB,O,S0010-0,356
OVR_ST_ENH,RS,O,S0010-0,356
OVR_ST_ENH,RSP,I,S0010-0,354
OVR_ST_ENH,RSP_BQ,O,S0010-0,356
OVR_ST_ENH,RSP_SEL,I,S0010-0,354
OVR_ST_ENH,SC,I,S0010-0,354
OVR_ST_ENH,SEL1,I,S0010-0,354
OVR_ST_ENH,SEL2,I,S0010-0,354
OVR_ST_ENH,SEL3,I,S0010-0,354
OVR_ST_ENH,SH,I,S0010-0,354
OVR_ST_ENH,SI,O,S0010-0,356
OVR_ST_ENH,SL,I,S0010-0,354
OVR_ST_ENH,SP,O,S0010-0,356
OVR_ST_ENH,SPLIT_P,O,S0010-0,356
OVR_ST_ENH,SP_TRACK,I,S0010-0,354
OVR_ST_ENH,SR,I,S0010-0,354
OVR_ST_ENH,STATION_OPT,I,S0010-0,354
OVR_ST_ENH,SV,O,S0010-0,356
OVR_ST_ENH,SV_L,I,S0010-0,354
OVR_ST_ENH,SV_MN,I,S0010-0,354
OVR_ST_ENH,SV_R,I,S0010-0,354
OVR_ST_ENH,SV_X,I,S0010-0,354
OVR_ST_ENH,SV_Y,I,S0010-0,354
OVR_ST_ENH,TK_CMDB,O,S0010-0,356
OVR_ST_ENH,TK_OUT,O,S0010-0,356
OVR_ST_ENH,TUN1,O,S0010-0,356
OVR_ST_ENH,TUN2,O,S0010-0,356
OVR_ST_ENH,TUN3,O,S0010-0,356
OVR_ST_ENH,US,O,S0010-0,356
OVR_ST_ENH_V2,3_INPUT_P,O,S0010-0,389
OVR_ST_ENH_V2,AUTO,O,S0010-0,389
OVR_ST_ENH_V2,AU_PMT,I,S0010-0,387
OVR_ST_ENH_V2,AU_SEL,I,S0010-0,387
OVR_ST_ENH_V2,BKCAL_IN_CV,I,S0010-0,387
OVR_ST_ENH_V2,BKCAL_IN_SV,I,S0010-0,387
OVR_ST_ENH_V2,BLOCK_OPT,I,S0010-0,387
OVR_ST_ENH_V2,BQ_MAN,I,S0010-0,387
OVR_ST_ENH_V2,CASC_IN1,I,S0010-0,387
OVR_ST_ENH_V2,CASC_IN2,I,S0010-0,387
OVR_ST_ENH_V2,CASC_IN3,I,S0010-0,387
OVR_ST_ENH_V2,CHAR_P,O,S0010-0,389
OVR_ST_ENH_V2,CMD_FRC,I,S0010-0,387
OVR_ST_ENH_V2,CMD_OVR,I,S0010-0,387
OVR_ST_ENH_V2,CMD_TK,I,S0010-0,387
OVR_ST_ENH_V2,CTL,I,S0010-0,387
OVR_ST_ENH_V2,CV,O,S0010-0,389
OVR_ST_ENH_V2,CVI1,I,S0010-0,387
OVR_ST_ENH_V2,CVI1_BQ,O,S0010-0,389
OVR_ST_ENH_V2,CVI1_OV,O,S0010-0,389
OVR_ST_ENH_V2,CVI2,I,S0010-0,387
OVR_ST_ENH_V2,CVI2_BQ,O,S0010-0,389
OVR_ST_ENH_V2,CVI2_OV,O,S0010-0,389
OVR_ST_ENH_V2,CVI3,I,S0010-0,387
OVR_ST_ENH_V2,CVI3_BQ,O,S0010-0,389
OVR_ST_ENH_V2,CVI3_OV,O,S0010-0,389
OVR_ST_ENH_V2,CVO,O,S0010-0,389
OVR_ST_ENH_V2,CV_L,I,S0010-0,387
OVR_ST_ENH_V2,CV_MN,I,S0010-0,387
OVR_ST_ENH_V2,CV_R,I,S0010-0,387
OVR_ST_ENH_V2,CV_X,I,S0010-0,387
OVR_ST_ENH_V2,CV_Y,I,S0010-0,387
OVR_ST_ENH_V2,DEC_INH,O,S0010-0,389
OVR_ST_ENH_V2,EN_PROC_LIM_HIGH,I,S0010-0,387
OVR_ST_ENH_V2,EN_PROC_LIM_LOW,I,S0010-0,387
OVR_ST_ENH_V2,FRC_CMD,O,S0010-0,389
OVR_ST_ENH_V2,FRC_CMDB,O,S0010-0,389
OVR_ST_ENH_V2,FV,I,S0010-0,387
OVR_ST_ENH_V2,H,I,S0010-0,387
OVR_ST_ENH_V2,INC_INH,O,S0010-0,389
OVR_ST_ENH_V2,INH_DEC,I,S0010-0,387
OVR_ST_ENH_V2,INH_INC,I,S0010-0,387
OVR_ST_ENH_V2,INIT_POS,I,S0010-0,387
OVR_ST_ENH_V2,L,I,S0010-0,387
OVR_ST_ENH_V2,LOCK,O,S0010-0,389
OVR_ST_ENH_V2,LOCK_P,O,S0010-0,389
OVR_ST_ENH_V2,LS,O,S0010-0,389
OVR_ST_ENH_V2,MC,I,S0010-0,387
OVR_ST_ENH_V2,MN_REJ,I,S0010-0,387
OVR_ST_ENH_V2,MN_REJ_A,O,S0010-0,389
OVR_ST_ENH_V2,MODE_OPT,I,S0010-0,388
OVR_ST_ENH_V2,MOD_PMT,I,S0010-0,388
OVR_ST_ENH_V2,MR,I,S0010-0,388
OVR_ST_ENH_V2,NSEL1,O,S0010-0,389
OVR_ST_ENH_V2,NSEL2,O,S0010-0,389
OVR_ST_ENH_V2,NSEL3,O,S0010-0,389
OVR_ST_ENH_V2,OBQ,O,S0010-0,389
OVR_ST_ENH_V2,OUT,O,S0010-0,389
OVR_ST_ENH_V2,OV,I,S0010-0,388
OVR_ST_ENH_V2,OVR_CMD,O,S0010-0,389
OVR_ST_ENH_V2,OVR_CMDB,O,S0010-0,389
OVR_ST_ENH_V2,OVR_CTRL1,O,S0010-0,389
OVR_ST_ENH_V2,OVR_CTRL2,O,S0010-0,389
OVR_ST_ENH_V2,OVR_CTRL3,O,S0010-0,389
OVR_ST_ENH_V2,OVR_ST_EXT_P,O,S0010-0,389
OVR_ST_ENH_V2,OVR_ST_P,O,S0010-0,389
OVR_ST_ENH_V2,OVR_ST_REM_P,O,S0010-0,389
OVR_ST_ENH_V2,PMT_AU,O,S0010-0,389
OVR_ST_ENH_V2,PMT_AUB,O,S0010-0,389
OVR_ST_ENH_V2,PMT_MOD,O,S0010-0,389
OVR_ST_ENH_V2,PMT_MODB,O,S0010-0,389
OVR_ST_ENH_V2,POSFB_P,O,S0010-0,389
OVR_ST_ENH_V2,POS_CV,I,S0010-0,388
OVR_ST_ENH_V2,POS_CV_BQ,O,S0010-0,389
OVR_ST_ENH_V2,POS_CV_DH,O,S0010-0,389
OVR_ST_ENH_V2,POS_DH_SP,I,S0010-0,388
OVR_ST_ENH_V2,POS_DH_T,I,S0010-0,388
OVR_ST_ENH_V2,POS_SV,I,S0010-0,388
OVR_ST_ENH_V2,POS_SV_BQ,O,S0010-0,389
OVR_ST_ENH_V2,POS_SV_DH,O,S0010-0,389
OVR_ST_ENH_V2,PROC_LIM_HIGH,I,S0010-0,388
OVR_ST_ENH_V2,PROC_LIM_LOW,I,S0010-0,388
OVR_ST_ENH_V2,PR_DEC,I,S0010-0,388
OVR_ST_ENH_V2,PR_DEC_RT,I,S0010-0,388
OVR_ST_ENH_V2,PR_INC,I,S0010-0,388
OVR_ST_ENH_V2,PR_INC_RT,I,S0010-0,388
OVR_ST_ENH_V2,PV,I,S0010-0,388
OVR_ST_ENH_V2,REJ_MN,O,S0010-0,389
OVR_ST_ENH_V2,REJ_MNB,O,S0010-0,389
OVR_ST_ENH_V2,RS,O,S0010-0,389
OVR_ST_ENH_V2,RSP,I,S0010-0,388
OVR_ST_ENH_V2,RSP_BQ,O,S0010-0,389
OVR_ST_ENH_V2,RSP_SEL,I,S0010-0,388
OVR_ST_ENH_V2,SC,I,S0010-0,388
OVR_ST_ENH_V2,SEL1,I,S0010-0,388
OVR_ST_ENH_V2,SEL2,I,S0010-0,388
OVR_ST_ENH_V2,SEL3,I,S0010-0,388
OVR_ST_ENH_V2,SH,I,S0010-0,388
OVR_ST_ENH_V2,SI,O,S0010-0,390
OVR_ST_ENH_V2,SL,I,S0010-0,388
OVR_ST_ENH_V2,SP,O,S0010-0,390
OVR_ST_ENH_V2,SPLIT_P,O,S0010-0,390
OVR_ST_ENH_V2,SP_TRACK,I,S0010-0,388
OVR_ST_ENH_V2,SR,I,S0010-0,388
OVR_ST_ENH_V2,STATION_OPT,I,S0010-0,388
OVR_ST_ENH_V2,SV,O,S0010-0,390
OVR_ST_ENH_V2,SV_L,I,S0010-0,388
OVR_ST_ENH_V2,SV_MN,I,S0010-0,388
OVR_ST_ENH_V2,SV_R,I,S0010-0,388
OVR_ST_ENH_V2,SV_X,I,S0010-0,388
OVR_ST_ENH_V2,SV_Y,I,S0010-0,388
OVR_ST_ENH_V2,TK_CMDB,O,S0010-0,390
OVR_ST_ENH_V2,TK_OUT,O,S0010-0,390
OVR_ST_ENH_V2,TUN1,O,S0010-0,390
OVR_ST_ENH_V2,TUN2,O,S0010-0,390
OVR_ST_ENH_V2,TUN3,O,S0010-0,390
OVR_ST_ENH_V2,US,O,S0010-0,390
PARITY_CHK,ENABLE,I,S0014-B,205
PARITY_CHK,EVEN,O,S0014-B,205
PARITY_CHK,INPUT,I,S0014-B,205
PARITY_CHK,ODD,O,S0014-B,205
PERMIT,OUT,O,GEI-100679,186
PERMIT,PM,O,GEI-100679,186
PERMIT,PM1,I,GEI-100679,185
PERMIT,PM1B,I,GEI-100679,185
PERMIT,PM1BE,I,GEI-100679,185
PERMIT,PM32,I,S0010-0,400
PERMIT,PM32B,I,S0010-0,400
PERMIT,PM32BE,I,S0010-0,400
PERMIT,PMB,O,GEI-100679,186
PID,CTL_VAR,I,S0014-B,221
PID,DSRC,I,S0014-B,221
PID,D_ACT,I,S0014-B,221
PID,ERROR,O,S0014-B,221
PID,HALM,O,S0014-B,221
PID,INTEG1,O,S0014-B,221
PID,KD,I,S0014-B,221
PID,KI,I,S0014-B,221
PID,KIPROP1,O,S0014-B,221
PID,KP,I,S0014-B,221
PID,LALM,O,S0014-B,221
PID,MAXOUT,I,S0014-B,221
PID,MINOUT,I,S0014-B,221
PID,MODE,I,S0014-B,221
PID,MSTATE,O,S0014-B,221
PID,OFFSET,I,S0014-B,221
PID,OUT,O,S0014-B,221
PID,SETPT,I,S0014-B,221
PID,S_DSRC1,O,S0014-B,221
PID,S_DSRC2,O,S0014-B,221
PID,S_OUT1,O,S0014-B,221
PID_MA,AO_BQ,I,GEI-100679,216
PID_MA,AUTO,O,GEI-100679,219
PID_MA,AU_SEL,I,GEI-100679,216
PID_MA,BLOCK_OPT,I,GEI-100679,216
PID_MA,CMD_FRC,I,GEI-100679,216
PID_MA,CMD_OVR,I,GEI-100679,216
PID_MA,CTRL_ACT,I,GEI-100679,216
PID_MA,CTRL_TYPE,I,GEI-100679,216
PID_MA,CVI,I,GEI-100679,216
PID_MA,CVI_BQ,O,GEI-100679,219
PID_MA,CVO,O,GEI-100679,219
PID_MA,DG,I,GEI-100679,216
PID_MA,ER,I,GEI-100679,216
PID_MA,ERR_C,I,GEI-100679,216
PID_MA,ERR_CDB,I,GEI-100679,216
PID_MA,EV,I,GEI-100679,216
PID_MA,EV_BQ,O,GEI-100679,219
PID_MA,FF,I,GEI-100679,216
PID_MA,FRC_CMD,O,GEI-100679,219
PID_MA,FRC_CMDB,O,GEI-100679,219
PID_MA,FV,I,GEI-100679,216
PID_MA,H,I,GEI-100679,217
PID_MA,IG,I,GEI-100679,217
PID_MA,IG_C,I,GEI-100679,217
PID_MA,IG_CDB,I,GEI-100679,217
PID_MA,INH_DEC,I,GEI-100679,217
PID_MA,INH_INC,I,GEI-100679,217
PID_MA,INH_PDG,I,GEI-100679,217
PID_MA,L,I,GEI-100679,217
PID_MA,LOCK,O,GEI-100679,219
PID_MA,LOCK_P,O,GEI-100679,219
PID_MA,LOCK_PB,I,GEI-100679,217
PID_MA,LOCK_SC,I,GEI-100679,217
PID_MA,LS,O,GEI-100679,219
PID_MA,MA_EXT_P,O,GEI-100679,219
PID_MA,MA_MAN_P,O,GEI-100679,219
PID_MA,MA_P,O,GEI-100679,219
PID_MA,MA_REM_P,O,GEI-100679,219
PID_MA,MC,I,GEI-100679,217
PID_MA,MJ,I,GEI-100679,217
PID_MA,MN_REJ_A,O,GEI-100679,219
PID_MA,MODE_OPT,I,GEI-100679,217
PID_MA,MR,I,GEI-100679,217
PID_MA,MS,I,GEI-100679,217
PID_MA,OBQ,O,GEI-100679,219
PID_MA,OUT,O,GEI-100679,219
PID_MA,OV,I,GEI-100679,217
PID_MA,OVR_CMD,O,GEI-100679,219
PID_MA,OVR_CMDB,O,GEI-100679,219
PID_MA,OVR_CTRL,I,GEI-100679,217
PID_MA,OVR_CTRL_P,O,GEI-100679,219
PID_MA,PG,I,GEI-100679,217
PID_MA,PG_C,I,GEI-100679,217
PID_MA,PG_CDB,I,GEI-100679,217
PID_MA,PID_MA_EXT_C_P,O,GEI-100679,219
PID_MA,PID_MA_EXT_P,O,GEI-100679,219
PID_MA,PID_MA_P,O,GEI-100679,220
PID_MA,PID_MA_REM_C_P,O,GEI-100679,220
PID_MA,PID_MA_REM_P,O,GEI-100679,220
PID_MA,PID_P,O,GEI-100679,220
PID_MA,POS,I,GEI-100679,218
PID_MA,POSFB_P,O,GEI-100679,220
PID_MA,POS_BQ,O,GEI-100679,220
PID_MA,POS_DH,O,GEI-100679,220
PID_MA,POS_DH_SP,I,GEI-100679,218
PID_MA,POS_DH_T,I,GEI-100679,218
PID_MA,PR_DEC,I,GEI-100679,218
PID_MA,PR_DEC_RT,I,GEI-100679,218
PID_MA,PR_INC,I,GEI-100679,218
PID_MA,PR_INC_RT,I,GEI-100679,218
PID_MA,PV,I,GEI-100679,218
PID_MA,PV_BQ,O,GEI-100679,220
PID_MA,PV_SP_LIM_TRK,I,GEI-100679,218
PID_MA,REJ_MN,O,GEI-100679,220
PID_MA,REJ_MNB,O,GEI-100679,220
PID_MA,RS,I,GEI-100679,218
PID_MA,RSP,I,GEI-100679,218
PID_MA,RSP_BQ,O,GEI-100679,220
PID_MA,RSP_OV,O,GEI-100679,220
PID_MA,RSP_SR_DSBL,I,GEI-100679,218
PID_MA,SC,I,GEI-100679,218
PID_MA,SF,I,GEI-100679,218
PID_MA,SH,I,GEI-100679,218
PID_MA,SL,I,GEI-100679,218
PID_MA,SP,O,GEI-100679,220
PID_MA,SP_TRACK,I,GEI-100679,218
PID_MA,SQR_ERR,I,GEI-100679,218
PID_MA,SR,I,GEI-100679,218
PID_MA,TK,I,GEI-100679,218
PID_MA,TK_OUT,O,GEI-100679,220
PID_MA,TUN,I,GEI-100679,218
PID_MA,TUN_OUT,O,GEI-100679,220
PID_MA,TV,I,GEI-100679,218
PID_MA,TV_BQ,O,GEI-100679,220
PID_MA,UNLOCK_PB,I,GEI-100679,219
PID_MA,US,O,GEI-100679,220
PID_MA_ENH,AUTO,O,S0010-0,444
PID_MA_ENH,AU_PMT,I,S0010-0,441
PID_MA_ENH,AU_SEL,I,S0010-0,441
PID_MA_ENH,BKCAL_IN_CV,I,S0010-0,441
PID_MA_ENH,BKCAL_IN_SV,I,S0010-0,441
PID_MA_ENH,BLOCK_OPT,I,S0010-0,441
PID_MA_ENH,BQ_MAN,I,S0010-0,441
PID_MA_ENH,CASC_IN,I,S0010-0,441
PID_MA_ENH,CASC_OUT,O,S0010-0,444
PID_MA_ENH,CHAR_P,O,S0010-0,444
PID_MA_ENH,CMD_FRC,I,S0010-0,441
PID_MA_ENH,CMD_OVR,I,S0010-0,441
PID_MA_ENH,CMD_TK,I,S0010-0,441
PID_MA_ENH,CTL,I,S0010-0,441
PID_MA_ENH,CTRL_ACT,I,S0010-0,441
PID_MA_ENH,CV,O,S0010-0,444
PID_MA_ENH,CVI,I,S0010-0,441
PID_MA_ENH,CVI_BQ,O,S0010-0,444
PID_MA_ENH,CVO,O,S0010-0,444
PID_MA_ENH,CV_L,I,S0010-0,441
PID_MA_ENH,CV_MN,I,S0010-0,441
PID_MA_ENH,CV_R,I,S0010-0,441
PID_MA_ENH,CV_X,I,S0010-0,441
PID_MA_ENH,CV_Y,I,S0010-0,441
PID_MA_ENH,DEC_INH,O,S0010-0,444
PID_MA_ENH,DG,I,S0010-0,441
PID_MA_ENH,EN_PROC_LIM_HIGH,I,S0010-0,441
PID_MA_ENH,EN_PROC_LIM_LOW,I,S0010-0,441
PID_MA_ENH,ER,I,S0010-0,441
PID_MA_ENH,ERR_C,I,S0010-0,441
PID_MA_ENH,ERR_CDB,I,S0010-0,441
PID_MA_ENH,ER_OUT,O,S0010-0,444
PID_MA_ENH,EV,I,S0010-0,441
PID_MA_ENH,EV_BQ,O,S0010-0,444
PID_MA_ENH,FF,I,S0010-0,441
PID_MA_ENH,FFWD_BQ,O,S0010-0,444
PID_MA_ENH,FRC_CMD,O,S0010-0,444
PID_MA_ENH,FRC_CMDB,O,S0010-0,444
PID_MA_ENH,FV,I,S0010-0,441
PID_MA_ENH,H,I,S0010-0,441
PID_MA_ENH,IG,I,S0010-0,441
PID_MA_ENH,IG_C,I,S0010-0,441
PID_MA_ENH,IG_CDB,I,S0010-0,441
PID_MA_ENH,INC_INH,O,S0010-0,444
PID_MA_ENH,INH_DEC,I,S0010-0,442
PID_MA_ENH,INH_INC,I,S0010-0,442
PID_MA_ENH,INH_PDG,I,S0010-0,442
PID_MA_ENH,INH_PDG_CDB,I,S0010-0,442
PID_MA_ENH,INIT_POS,I,S0010-0,442
PID_MA_ENH,L,I,S0010-0,442
PID_MA_ENH,LOCK,O,S0010-0,445
PID_MA_ENH,LOCK_P,O,S0010-0,444
PID_MA_ENH,LS,O,S0010-0,444
PID_MA_ENH,MA_EXT_P,O,S0010-0,444
PID_MA_ENH,MA_MAN_P,O,S0010-0,444
PID_MA_ENH,MA_P,O,S0010-0,444
PID_MA_ENH,MA_REM_P,O,S0010-0,444
PID_MA_ENH,MC,I,S0010-0,442
PID_MA_ENH,MN_REJ,I,S0010-0,442
PID_MA_ENH,MN_REJ_A,O,S0010-0,444
PID_MA_ENH,MODE_OPT,I,S0010-0,442
PID_MA_ENH,MOD_PMT,I,S0010-0,442
PID_MA_ENH,MR,I,S0010-0,442
PID_MA_ENH,OBQ,O,S0010-0,444
PID_MA_ENH,OUT,O,S0010-0,444
PID_MA_ENH,OV,I,S0010-0,442
PID_MA_ENH,OVRST_SEL,O,S0010-0,444
PID_MA_ENH,OVR_CMD,O,S0010-0,444
PID_MA_ENH,OVR_CMDB,O,S0010-0,444
PID_MA_ENH,OVR_CTRL,I,S0010-0,442
PID_MA_ENH,PG,I,S0010-0,442
PID_MA_ENH,PG_C,I,S0010-0,442
PID_MA_ENH,PG_CDB,I,S0010-0,442
PID_MA_ENH,PID_MA_EXT_C_P,O,S0010-0,444
PID_MA_ENH,PID_MA_EXT_P,O,S0010-0,444
PID_MA_ENH,PID_MA_P,O,S0010-0,444
PID_MA_ENH,PID_MA_REM_P,O,S0010-0,444
PID_MA_ENH,PID_P,O,S0010-0,444
PID_MA_ENH,PMT_AU,O,S0010-0,444
PID_MA_ENH,PMT_AUB,O,S0010-0,444
PID_MA_ENH,PMT_MOD,O,S0010-0,444
PID_MA_ENH,PMT_MODB,O,S0010-0,444
PID_MA_ENH,POSFB_P,O,S0010-0,444
PID_MA_ENH,POS_CV,I,S0010-0,442
PID_MA_ENH,POS_CV_BQ,O,S0010-0,444
PID_MA_ENH,POS_CV_DH,O,S0010-0,444
PID_MA_ENH,POS_DH_SP,I,S0010-0,442
