ctrl,variable,block_path,pin,direction,note
H11,CondHotWellLvlC_C10MAG10_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_69,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,CondHotWellLvlC_C10MAG10,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_69,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP page): OUT -> local value (block partly visible at the sheet bottom)
H11,CondHotWellLvlA_C10MAG11,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_70,OUT,O,tool cross-reference 2026-09-24: Where-Used of CondHotWellLvlA_C10MAG11 lists AnalogPeerIOHealth_70.OUT (<- STATUS_COMBINE_1.OUT)
H11,CondHotWellLvlA_C10MAG11,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_2,INA,I,tool cross-reference 2026-09-24: Where-Used of CondHotWellLvlA_C10MAG11 lists 2oo3_Basic_2.INA -> HI_LO_MON_1.IN (transmitter set C10MAG11 -> voter _2)
H11,CondHotWellLvlB_C10MAG11,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_2,INB,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_2.INB
H11,CondHotWellLvlC_C10MAG11,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_2,INC,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_2.INC
H11,CondHotWellLvlA_C10MAG11_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_2,BQA,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_2.BQA
H11,CondHotWellLvlB_C10MAG11_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_2,BQB,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_2.BQB
H11,CondHotWellLvlC_C10MAG11_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_2,BQC,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_2.BQC
H12,WSC1.C10MAG10BL901_XQ01AOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_67,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; inside -> MOVE_1 -> STATUS_COMBINE_1.IN -> OUT"
H12,WSC1.C10MAG10BL901_XQ01.ABQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_67,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality; PEER_IO_HEALTHY is TRUE, H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,CondHotWellLvlA_C10MAG10_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_67,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.C10MAG10BL901_XQ01BOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_68,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; inside -> MOVE_1 -> STATUS_COMBINE_1.IN -> OUT"
H12,WSC1.C10MAG10BL901_XQ01.BBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_68,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality; PEER_IO_HEALTHY is TRUE, H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,CondHotWellLvlB_C10MAG10_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_68,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,CondHotWellLvlB_C10MAG10,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_68,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; Where-Used of CondHotWellLvlB_C10MAG10 lists AnalogPeerIOHealth_68.OUT"
H12,WSC1.C10MAG10BL901_XQ01COut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_69,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value (block partly visible at the sheet bottom); inside -> MOVE_1 -> STATUS_COMBINE_1.IN -> OUT"
H12,WSC1.C10MAG10BL901_XQ01.CBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_69,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality; PEER_IO_HEALTHY is TRUE, H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,CondHotWellLvlC_C10MAG10_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_69,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,CondHotWellLvlC_C10MAG10,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_69,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value (block partly visible at the sheet bottom)"
H12,CondHotWellLvlA_C10MAG11,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_70,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; Where-Used of CondHotWellLvlA_C10MAG11 lists AnalogPeerIOHealth_70.OUT (<- STATUS_COMBINE_1.OUT)"
H12,CondHotWellLvlA_C10MAG11,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_2,INA,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; Where-Used of CondHotWellLvlA_C10MAG11 lists 2oo3_Basic_2.INA -> HI_LO_MON_1.IN (transmitter set C10MAG11 -> voter _2)"
H12,CondHotWellLvlB_C10MAG11,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_2,INB,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; INA confirmed on set C10MAG11; the 2oo3 macro takes the A/B/C of one transmitter set"
H12,CondHotWellLvlC_C10MAG11,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_2,INC,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; INA confirmed on set C10MAG11; the 2oo3 macro takes the A/B/C of one transmitter set"
H12,CondHotWellLvlA_C10MAG11_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_2,BQA,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; bad-quality of the same set C10MAG11 (INA confirmed); OR_n.IN3"
H12,CondHotWellLvlB_C10MAG11_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_2,BQB,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; bad-quality of the same set C10MAG11 (INA confirmed); OR_n.IN3"
H12,CondHotWellLvlC_C10MAG11_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_2,BQC,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; bad-quality of the same set C10MAG11 (INA confirmed); OR_n.IN3"
# --- 2026-09-24 logic sheets of the peer-input task: AnalogPeerIOHealth_44..54, DigitalPeerIOHealth_221/226/227/229..237
#     (_226/_227 not mirrored to H12: its local variables are named G12LAB42KE19x_S_ACTIVE_FeedWtr and the peer input differs)
H11,WSC1.ai_LpBypOutTempA,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_44,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.ai_LpBypOutTempA.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_44,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,LpBypOutTempA,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_44,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,LpBypOutTempA_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_44,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,WSC1.ai_LpBypOutTempB,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_45,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.ai_LpBypOutTempB.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_45,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,LpBypOutTempB,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_45,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,LpBypOutTempB_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_45,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,WSC1.ai_LpBypOutTempC,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_46,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.ai_LpBypOutTempC.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_46,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,LpBypOutTempC,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_46,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,LpBypOutTempC_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_46,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,WSC1.ai_LpBypCondInletTempA,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_47,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.ai_LpBypCondInletTempA.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_47,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,LpBypCondInletTempA,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_47,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,LpBypCondInletTempA_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_47,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,WSC1.ai_LpBypCondInletTempB,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_48,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.ai_LpBypCondInletTempB.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_48,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,LpBypCondInletTempB,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_48,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,LpBypCondInletTempB_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_48,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,WSC1.ai_LpBypCondInletTempC,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_49,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.ai_LpBypCondInletTempC.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_49,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,LpBypCondInletTempC,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_49,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,LpBypCondInletTempC_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_49,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,WSC1.LpBypCondInletTemp,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_50,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.LpBypCondInletTemp.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_50,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,LpBypCondInletTemp,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_50,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,LpBypCondInletTemp_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_50,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,WSC1.LpBypOutTemp,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_51,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.LpBypOutTemp.BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_51,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,LpBypOutTemp,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_51,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,LpBypOutTemp_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_51,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,BOPM1B.C10LCM10BL901_XQ01AOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_53,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value (note: _53 = A, _52 = B, _54 = C)"
H11,BOPM1B.C10LCM10BL901_XQ01.ABQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_53,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality
H11,ADVLvlA,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_53,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,ADVLvlA_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_53,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,BOPM1B.C10LCM10BL901_XQ01BOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_52,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value (note: _53 = A, _52 = B, _54 = C)"
H11,BOPM1B.C10LCM10BL901_XQ01.BBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_52,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality
H11,ADVLvlB,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_52,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,ADVLvlB_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_52,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,BOPM1B.C10LCM10BL901_XQ01COut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_54,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value (note: _53 = A, _52 = B, _54 = C)"
H11,BOPM1B.C10LCM10BL901_XQ01.CBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_54,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality
H11,ADVLvlC,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_54,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,ADVLvlC_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_54,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,BOPM1A.G11LAB42KE193_S_ACTIVE,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_226,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H11,G11LAB42KE193_S_ACTIVE_FeedWtr,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_226,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,BOPM1A.G11LAB42KE194_S_ACTIVE,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_227,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H11,G11LAB42KE194_S_ACTIVE_FeedWtr,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_227,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,WSC1.C10LCC10GP001XB01,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_229,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H11,CondPump1_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_229,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,WSC1.C10LCC20GP001XB01,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_230,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H11,CondPump2_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_230,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,WSC1.C10LCC30GP001XB01,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_231,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H11,CondPump3_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_231,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,BOPM1A.C10LAC50GP001.ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_232,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H11,HpFWPump1_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_232,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,BOPM1A.C10LAC60GP001.ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_233,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H11,HpFWPump2_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_233,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,BOPM1A.C10LAC70GP001.ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_234,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
H11,HpFWPump3_ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_234,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,WSC1.1-HS-CW011-1.ON,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/DigitalPeerIOHealth_235,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer boolean; PEER_IO_HEALTHY TRUE, PEER_IO_NOT_HEALTHY FALSE, BQ_TD 0, UNHEALTHY unconnected"
